host_location,host_response_time,host_is_superhost,host_neighbourhood,host_total_listings_count,host_identity_verified,neighbourhood_cleansed,property_type,accommodates,bedrooms,amenities,price,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,reviews_per_month,amenities_count
unknown,within a few hours,f,other,31.0,t,Bang Phlat,Entire condo,1,1.0,"[""TV"", ""Hangers"", ""Hot water"", ""Gym"", ""Wifi"", ""Elevator"", ""Pool table"", ""Outdoor shower"", ""Washer"", ""Outdoor playground"", ""Paid parking on premises"", ""Pool"", ""Smoke alarm"", ""Exercise equipment"", ""Private entrance"", ""Air conditioning""]",490.0,2,1.5,1.5,1.0,2.0,1.0,2.0,1.0,0.08,16
"Bangkok, Thailand",within an hour,t,Din Daeng/Huai Khwang,11.0,t,Huai Khwang,Entire condo,2,0.0,"[""Dining table"", ""Refrigerator"", ""Shower gel"", ""Elevator"", ""Washer"", ""Bidet"", ""Smoke alarm"", ""Drying rack for clothing"", ""Iron"", ""Air conditioning"", ""Private patio or balcony"", ""Bed linens"", ""Hot water"", ""Wifi"", ""Conditioner"", ""Toaster"", ""Dedicated workspace"", ""Hair dryer"", ""Free carport on premises \u2013 1 space"", ""Shampoo"", ""Microwave"", ""Exterior security cameras on property"", ""Dishes and silverware"", ""Long term stays allowed"", ""Hangers"", ""Hot water kettle"", ""Clothing storage"", ""TV with standard cable"", ""Essentials""]",900.0,11,5.0,5.0,5.0,5.0,5.0,4.64,4.82,0.38,29
"Bangkok, Thailand",within an hour,t,Lower Sukhumvit,69.0,t,Sathon,Entire rental unit,4,2.0,"[""Paid parking garage off premises"", ""Refrigerator"", ""Elevator"", ""Host greets you"", ""Washer"", ""Fire extinguisher"", ""Smoke alarm"", ""Private patio or balcony"", ""Shared pool"", ""Iron"", ""Private entrance"", ""Air conditioning"", ""Hot water"", ""Wifi"", ""Dedicated workspace"", ""Hair dryer"", ""Shampoo"", ""Dishes and silverware"", ""Hot tub"", ""Long term stays allowed"", ""TV"", ""Hangers"", ""Essentials"", ""Kitchen""]",1261.0,109,4.82,4.83,4.74,4.77,4.94,4.53,4.83,3.56,24
"Bangkok, Thailand",within an hour,t,Lower Sukhumvit,69.0,t,Sathon,Entire rental unit,2,1.0,"[""Paid parking garage off premises"", ""Refrigerator"", ""Shower gel"", ""Elevator"", ""Washer"", ""Fire extinguisher"", ""Smoke alarm"", ""Iron"", ""Private entrance"", ""Air conditioning"", ""Private patio or balcony"", ""Shared pool"", ""Hot water"", ""Wifi"", ""Lockbox"", ""Dedicated workspace"", ""Hair dryer"", ""Shampoo"", ""Dishes and silverware"", ""TV"", ""Hangers"", ""Hot water kettle"", ""Essentials"", ""Self check-in"", ""Kitchen""]",748.0,138,4.85,4.88,4.86,4.83,4.96,4.62,4.86,4.49,25
"Bangkok, Thailand",within an hour,t,Bang Kapi,8.0,t,Bang Kapi,Private room in condo,3,1.0,"[""Dining table"", ""Stove"", ""Refrigerator"", ""Elevator"", ""Washer"", ""Drying rack for clothing"", ""Iron"", ""Air conditioning"", ""Bed linens"", ""Wifi"", ""Toaster"", ""Dedicated workspace"", ""Microwave"", ""Dishes and silverware"", ""Gym"", ""Paid parking on premises"", ""Ceiling fan"", ""Long term stays allowed"", ""TV"", ""Hangers"", ""Ethernet connection"", ""Hot water kettle"", ""Lock on bedroom door"", ""Cooking basics"", ""Pocket wifi"", ""Kitchen""]",505.0,4,5.0,5.0,5.0,5.0,5.0,4.75,5.0,0.16,26
"Bangkok, Thailand",within an hour,f,other,2.0,t,Bang Sue,Entire condo,2,1.0,"[""Dining table"", ""Shower gel"", ""Exercise equipment: free weights, stationary bike, treadmill"", ""Elevator"", ""Patio or balcony"", ""Laundromat nearby"", ""Smoke alarm"", ""Drying rack for clothing"", ""Cleaning products"", ""Bed linens"", ""Hitachi refrigerator"", ""Common ground conditioner"", ""Hot water"", ""Portable fans"", ""City skyline view"", ""Lockbox"", ""Dedicated workspace"", ""Hair dryer"", ""Paid parking lot on premises"", ""Microwave"", ""Exterior security cameras on property"", ""Dishes and silverware"", ""Hafele stainless steel oven"", ""Common ground shampoo"", ""Essentials"", ""Fast wifi \u2013 353 Mbps"", ""Long term stays allowed"", ""Clothing storage: closet"", ""Hangers"", ""Shared gym in building"", ""Hot water kettle"", ""Pool"", ""Cooking basics"", ""AC - split type ductless system"", ""Self check-in"", ""53 inch HDTV with Chromecast"", ""Kitchen""]",686.0,18,4.89,5.0,4.78,4.89,5.0,4.61,4.89,0.6,39
"Bangkok, Thailand",within an hour,t,other,12.0,t,Vadhana,Private room in serviced apartment,2,1.0,"[""Luggage dropoff allowed"", ""Refrigerator"", ""Shower gel"", ""Body soap"", ""Bidet"", ""Laundromat nearby"", ""Paid dryer \u2013 In unit"", ""Pets allowed"", ""Drying rack for clothing"", ""Iron"", ""Air conditioning"", ""Room-darkening shades"", ""Bed linens"", ""Hot water"", ""Wifi"", ""Conditioner"", ""Paid washer \u2013 In building"", ""Dedicated workspace"", ""Shared patio or balcony"", ""Hair dryer"", ""Shampoo"", ""Free street parking"", ""Backyard"", ""Exterior security cameras on property"", ""Dishes and silverware"", ""Coffee"", ""Long term stays allowed"", ""Courtyard view"", ""Free parking on premises"", ""TV"", ""High chair"", ""Hangers"", ""Mini fridge"", ""Smoking allowed"", ""Building staff"", ""Essentials"", ""Self check-in""]",1600.0,0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,37
"Bangkok, Thailand",within an hour,t,other,9.0,t,Khlong Toei,Entire condo,2,1.0,"[""Bathtub"", ""Dining table"", ""Refrigerator"", ""Elevator"", ""Host greets you"", ""Washer"", ""Patio or balcony"", ""Bidet"", ""Smoke alarm"", ""Drying rack for clothing"", ""Iron"", ""Air conditioning"", ""Room-darkening shades"", ""Bed linens"", ""Shared pool"", ""Hot water"", ""Dedicated workspace"", ""Hair dryer"", ""Fast wifi \u2013 300 Mbps"", ""Clothing storage: closet, wardrobe, and dresser"", ""Microwave"", ""Dishes and silverware"", ""Gym"", ""Induction stove"", ""Long term stays allowed"", ""Free parking on premises"", ""Freezer"", ""TV"", ""Hangers"", ""Hot water kettle"", ""Essentials"", ""Kitchen""]",1500.0,9,5.0,5.0,5.0,5.0,5.0,5.0,4.67,0.37,34
"Osaka, Japan",within an hour,f,Lower Sukhumvit,288.0,t,Khlong Toei,Entire condo,2,1.0,"[""Bathtub"", ""Dining table"", ""Refrigerator"", ""Shower gel"", ""Elevator"", ""Patio or balcony"", ""Shared backyard"", ""Smoke alarm"", ""Drying rack for clothing"", ""Iron"", ""Cleaning products"", ""Air conditioning"", ""Room-darkening shades"", ""Bed linens"", ""Private entrance"", ""Shared pool"", ""Cleaning available during stay"", ""Hot water"", ""Wifi"", ""Conditioner"", ""Lockbox"", ""Dedicated workspace"", ""Hair dryer"", ""Shampoo"", ""Free washer \u2013 In unit"", ""Clothing storage: wardrobe"", ""Microwave"", ""Dishes and silverware"", ""Induction stove"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""TV"", ""Hangers"", ""Shared gym in building"", ""Hot water kettle"", ""Essentials"", ""Self check-in"", ""Kitchen""]",1819.0,10,4.4,4.5,4.4,4.5,4.5,4.5,4.3,0.33,38
"Bangkok, Thailand",within an hour,,other,75.0,t,Khlong Toei,Entire condo,2,1.0,"[""Refrigerator"", ""Washer"", ""Patio or balcony"", ""Fire extinguisher"", ""Smoke alarm"", ""Iron"", ""Air conditioning"", ""Shared hot tub"", ""Wifi"", ""City skyline view"", ""Dedicated workspace"", ""Hair dryer"", ""Exercise equipment"", ""Keypad"", ""Dishes and silverware"", ""Carbon monoxide alarm"", ""TV"", ""Pool"", ""Cooking basics"", ""Self check-in"", ""First aid kit"", ""Kitchen""]",1113.0,53,4.57,4.6,4.58,4.4,4.74,4.58,4.57,1.72,22
"Bangkok, Thailand",within an hour,f,other,22.0,t,Bang Rak,Room in hotel,2,1.0,"[""Bathtub"", ""Luggage dropoff allowed"", ""Shower gel"", ""Body soap"", ""Elevator"", ""Fire extinguisher"", ""Smoke alarm"", ""Bed linens"", ""Hot water"", ""Wifi"", ""City skyline view"", ""Conditioner"", ""Hair dryer"", ""Shared sauna"", ""Shampoo"", ""Exterior security cameras on property"", ""Long term stays allowed"", ""Clothing storage: closet"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Hangers"", ""Shared gym in building"", ""Hot water kettle"", ""Building staff"", ""Safe"", ""Shared outdoor pool - available all year"", ""TV with standard cable"", ""Essentials"", ""Self check-in"", ""AC - split type ductless system""]",2607.0,15,4.53,4.67,4.8,4.67,4.93,4.8,4.67,0.49,30
unknown,within an hour,t,other,10.0,t,Bang Kapi,Entire rental unit,2,1.0,"[""Bathtub"", ""Refrigerator"", ""Shower gel"", ""Washer"", ""Mosquito net"", ""Bidet"", ""Drying rack for clothing"", ""Iron"", ""Air conditioning"", ""Cleaning products"", ""Bed linens"", ""Hot water"", ""Wifi"", ""Toaster"", ""Lockbox"", ""Dedicated workspace"", ""Hair dryer"", ""Exercise equipment"", ""Microwave"", ""Extra pillows and blankets"", ""Dishes and silverware"", ""Gym"", ""Long term stays allowed"", ""Clothing storage: closet"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""TV"", ""Hangers"", ""Hot water kettle"", ""Pool"", ""Cooking basics"", ""Essentials"", ""Self check-in"", ""Kitchen""]",796.0,39,4.97,4.9,4.95,4.95,4.97,4.46,4.92,1.44,34
"Bangkok, Thailand",within an hour,t,other,3.0,t,Bang Na,Entire condo,2,2.0,"[""Dining table"", ""Elevator"", ""Housekeeping available from 5:30\u202fAM to 7:00\u202fPM - available at extra cost"", ""Patio or balcony"", ""Paid dryer \u2013 In building"", ""52 inch HDTV with Apple TV, Netflix"", ""Fire extinguisher"", ""Smoke alarm"", ""Iron"", ""Cleaning products"", ""Clothing storage: wardrobe and dresser"", ""Bed linens"", ""Sun loungers"", ""Hot water"", ""Portable fans"", ""City skyline view"", ""Dedicated workspace"", ""Hair dryer"", ""Shared sauna"", ""Free street parking"", ""Free washer \u2013 In unit"", ""Microwave"", ""Extra pillows and blankets"", ""Dishes and silverware"", ""Coffee"", ""Bread maker"", ""Essentials"", ""Trash compactor"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Hangers"", ""Shared gym in building"", ""Hot water kettle"", ""Hitachi  refrigerator"", ""Shared outdoor pool - available all year, open specific hours, saltwater"", ""Fast wifi \u2013 113 Mbps"", ""Free residential garage on premises \u2013 1 space"", ""Wine glasses"", ""AC - split type ductless system"", ""Rice maker"", ""Coffee maker""]",1663.0,33,4.91,4.88,4.94,4.94,4.94,4.36,4.82,1.09,44
"Bangkok, Thailand",within an hour,f,Lower Sukhumvit,131.0,t,Vadhana,Entire condo,2,1.0,"[""Dining table"", ""Luggage dropoff allowed"", ""Electric stove"", ""Refrigerator"", ""Shower gel"", ""Body soap"", ""Crib - available upon request"", ""Elevator"", ""Washer"", ""Paid parking garage on premises"", ""Shared backyard"", ""Smoke alarm"", ""Fire extinguisher"", ""Drying rack for clothing"", ""Iron"", ""Cleaning products"", ""Room-darkening shades"", ""Bed linens"", ""Air conditioning"", ""Hot water"", ""Wifi"", ""Dedicated workspace"", ""Hair dryer"", ""Shampoo"", ""Microwave"", ""Extra pillows and blankets"", ""Dishes and silverware"", ""Housekeeping available every day - available at extra cost"", ""Bread maker"", ""First aid kit"", ""Self check-in"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""TV"", ""Hangers"", ""Ethernet connection"", ""Hot water kettle"", ""Building staff"", ""Safe"", ""Cooking basics"", ""Wine glasses"", ""Essentials"", ""Rice maker"", ""Clothing storage: closet and dresser"", ""Kitchen""]",1671.0,53,4.83,4.81,4.72,4.89,4.85,4.77,4.72,1.75,45
"Bangkok, Thailand",within an hour,f,other,13.0,t,Ratchathewi,Entire condo,5,2.0,"[""Refrigerator"", ""Shower gel"", ""Outdoor shower"", ""Smoke alarm"", ""Fire extinguisher"", ""Drying rack for clothing"", ""Iron"", ""Private patio or balcony"", ""Room-darkening shades"", ""Bed linens"", ""Shared pool"", ""Hot water"", ""Wifi"", ""City skyline view"", ""Dedicated workspace"", ""Hair dryer"", ""43 inch HDTV with Netflix"", ""Shampoo"", ""Exercise equipment"", ""Clothing storage: wardrobe"", ""Free washer \u2013 In unit"", ""Dishes and silverware"", ""Outdoor dining area"", ""Paid parking on premises"", ""Essentials"", ""Pool view"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Hangers"", ""Shared gym in building"", ""Cooking basics"", ""AC - split type ductless system"", ""First aid kit"", ""Kitchen""]",5090.0,10,4.9,4.9,5.0,4.9,5.0,5.0,4.9,0.34,34
"Le Morne, Mauritius",within an hour,t,other,13.0,t,Chatu Chak,Private room in serviced apartment,2,1.0,"[""Luggage dropoff allowed"", ""Window AC unit"", ""Host greets you"", ""Washer"", ""Fire extinguisher"", ""Smoke alarm"", ""Hot water"", ""Wifi"", ""Dedicated workspace"", ""Hair dryer"", ""Shampoo"", ""Exercise equipment"", ""Exterior security cameras on property"", ""Dryer"", ""Long term stays allowed"", ""Hangers"", ""Smoking allowed"", ""Pool"", ""TV with standard cable"", ""Essentials""]",2921.0,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.19,20
"Bangkok, Thailand",within an hour,t,Banglampoo,6.0,t,Phra Nakhon,Shared room in hostel,6,1.0,"[""Hot water"", ""Wifi"", ""Lockbox"", ""Hair dryer"", ""Shampoo"", ""Essentials"", ""Self check-in"", ""Air conditioning""]",456.0,4,5.0,5.0,5.0,4.75,5.0,5.0,5.0,0.24,8
unknown,within a few hours,f,other,20.0,f,Vadhana,Entire condo,2,1.0,"[""Refrigerator"", ""Shower gel"", ""Body soap"", ""Outdoor shower"", ""Washer"", ""Patio or balcony"", ""River view"", ""Bidet"", ""Smoke alarm"", ""Fire extinguisher"", ""Iron"", ""BBQ grill"", ""Air conditioning"", ""Shared pool"", ""Hot water"", ""Wifi"", ""City skyline view"", ""Conditioner"", ""Dedicated workspace"", ""Hair dryer"", ""Shampoo"", ""Exercise equipment"", ""Extra pillows and blankets"", ""Dishes and silverware"", ""Hot tub"", ""Pool table"", ""Outdoor dining area"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""TV"", ""Hangers"", ""Clothing storage"", ""Cooking basics"", ""Essentials"", ""Kitchen""]",1352.0,0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,35
"Bangkok, Thailand",within an hour,t,other,12.0,t,Vadhana,Private room in serviced apartment,4,1.0,"[""Luggage dropoff allowed"", ""Refrigerator"", ""Shower gel"", ""Body soap"", ""Patio or balcony"", ""Bidet"", ""Laundromat nearby"", ""Pets allowed"", ""Drying rack for clothing"", ""Iron"", ""Air conditioning"", ""Room-darkening shades"", ""Bed linens"", ""Hot water"", ""Wifi"", ""Conditioner"", ""Paid washer \u2013 In building"", ""Dedicated workspace"", ""Hair dryer"", ""Shampoo"", ""Free street parking"", ""Garden view"", ""Backyard"", ""Exterior security cameras on property"", ""Dishes and silverware"", ""Coffee"", ""Dryer"", ""Long term stays allowed"", ""Free parking on premises"", ""TV"", ""High chair"", ""Hangers"", ""Mini fridge"", ""Smoking allowed"", ""Building staff"", ""Essentials"", ""Self check-in""]",1881.0,4,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.16,37
"Bangkok, Thailand",within an hour,f,other,2.0,f,Khlong Toei,Room in hotel,2,1.0,"[""Dining table"", ""Luggage dropoff allowed"", ""Stove"", ""Refrigerator"", ""Shower gel"", ""Body soap"", ""Elevator"", ""Paid dryer \u2013 In building"", ""Bidet"", ""Smoke alarm"", ""Fire extinguisher"", ""Drying rack for clothing"", ""Iron"", ""Air conditioning"", ""Room-darkening shades"", ""Bed linens"", ""Hot water"", ""Wifi"", ""Conditioner"", ""Paid washer \u2013 In building"", ""Toaster"", ""Dedicated workspace"", ""Hair dryer"", ""Shampoo"", ""Exercise equipment"", ""Microwave"", ""Oven"", ""Extra pillows and blankets"", ""Exterior security cameras on property"", ""Dishes and silverware"", ""Self check-in"", ""Free parking on premises"", ""Freezer"", ""Hangers"", ""Mini fridge"", ""Hot water kettle"", ""Building staff"", ""Safe"", ""Cooking basics"", ""Wine glasses"", ""Essentials"", ""Rice maker"", ""Coffee maker"", ""First aid kit"", ""Kitchen""]",1823.0,1,5.0,5.0,5.0,5.0,4.0,5.0,4.0,0.04,45
"Bangkok, Thailand",within an hour,t,other,12.0,t,Vadhana,Private room in serviced apartment,4,1.0,"[""Luggage dropoff allowed"", ""Refrigerator"", ""Shower gel"", ""Body soap"", ""Patio or balcony"", ""Paid dryer \u2013 In building"", ""Bidet"", ""Laundromat nearby"", ""Pets allowed"", ""Drying rack for clothing"", ""Iron"", ""Air conditioning"", ""Room-darkening shades"", ""Bed linens"", ""Hot water"", ""Wifi"", ""Dedicated workspace"", ""Hair dryer"", ""Shampoo"", ""Free street parking"", ""Garden view"", ""Backyard"", ""Exterior security cameras on property"", ""Dishes and silverware"", ""Coffee"", ""Long term stays allowed"", ""Free parking on premises"", ""TV"", ""High chair"", ""Hangers"", ""Mini fridge"", ""Smoking allowed"", ""Building staff"", ""Essentials"", ""Self check-in""]",1900.0,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.08,35
"Bangkok, Thailand",within an hour,t,other,12.0,t,Vadhana,Private room in serviced apartment,5,1.0,"[""Dining table"", ""Luggage dropoff allowed"", ""Wifi \u2013 47 Mbps"", ""Refrigerator"", ""Shower gel"", ""Body soap"", ""Heating"", ""Paid dryer \u2013 In building"", ""Bidet"", ""Pets allowed"", ""Drying rack for clothing"", ""Iron"", ""Cleaning products"", ""Room-darkening shades"", ""Bed linens"", ""Cleaning available during stay"", ""Hot water"", ""Portable fans"", ""Conditioner"", ""Toaster"", ""Dedicated workspace"", ""Shared patio or balcony"", ""Hair dryer"", ""Shampoo"", ""Microwave"", ""Oven"", ""Extra pillows and blankets"", ""Dishes and silverware"", ""Backyard"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""TV"", ""High chair"", ""Hangers"", ""Mini fridge"", ""Smoking allowed"", ""Safe"", ""Building staff"", ""Essentials"", ""Self check-in"", ""AC - split type ductless system"", ""Kitchen""]",1800.0,1,5.0,5.0,5.0,5.0,5.0,4.0,5.0,0.05,43
unknown,a few days or more,f,Moo 6,74.0,t,Vadhana,Shared room in hostel,1,1.0,"[""Exterior security cameras on property"", ""Hot water"", ""Wifi"", ""Smoke alarm"", ""First aid kit"", ""Air conditioning""]",414.0,3,5.0,5.0,4.67,4.67,5.0,5.0,5.0,0.1,6
"Bangkok, Thailand",within an hour,t,other,12.0,t,Vadhana,Entire condo,3,1.0,"[""Sharp refrigerator"", ""Dining table"", ""Luggage dropoff allowed"", ""Shower gel"", ""Outdoor furniture"", ""Laundromat nearby"", ""Fire extinguisher"", ""Drying rack for clothing"", ""Iron"", ""Private entrance"", ""Room-darkening shades"", ""Bed linens"", ""Private patio or balcony"", ""Cleaning available during stay"", ""Hot water"", ""Hotel supplies shampoo"", ""Portable fans"", ""Wifi"", ""Lockbox"", ""Dedicated workspace"", ""Hair dryer"", ""MEX electric stove"", ""Free carport on premises \u2013 1 space"", ""Free street parking"", ""Free washer \u2013 In unit"", ""Microwave"", ""42 inch HDTV with standard cable"", ""Exterior security cameras on property"", ""Extra pillows and blankets"", ""Dishes and silverware"", ""Outdoor dining area"", ""Essentials"", ""Hotel supplies body soap"", ""Long term stays allowed"", ""Freezer"", ""Hangers"", ""Ethernet connection"", ""Hot water kettle"", ""Cooking basics"", ""AC - split type ductless system"", ""Self check-in"", ""Coffee maker"", ""Clothing storage: closet and dresser"", ""Kitchen""]",1421.0,211,4.98,4.98,4.98,4.97,4.99,4.8,4.97,7.23,44
"Bangkok, Thailand",within an hour,t,other,10.0,t,Phra Nakhon,Private room in home,2,1.0,"[""Dining table"", ""Luggage dropoff allowed"", ""Window AC unit"", ""Shower gel"", ""Body soap"", ""Outdoor furniture"", ""Fire extinguisher"", ""Drying rack for clothing"", ""Iron"", ""Bed linens"", ""Hot water"", ""Portable fans"", ""Conditioner"", ""Wifi"", ""Dedicated workspace"", ""Children\u2019s dinnerware"", ""Hair dryer"", ""Shampoo"", ""Clothing storage: wardrobe"", ""Microwave"", ""Children\u2019s books and toys for ages 2-5 years old, 5-10 years old, and 10+ years old"", ""Extra pillows and blankets"", ""Dishes and silverware"", ""Keypad"", ""Coffee"", ""42 inch HDTV with Chromecast, Netflix"", ""Standalone high chair - available upon request"", ""Outdoor dining area"", ""Window guards"", ""Private living room"", ""Long term stays allowed"", ""Hangers"", ""Mini fridge"", ""Hot water kettle"", ""Books and reading material"", ""Wine glasses"", ""Essentials"", ""Self check-in"", ""First aid kit""]",1395.0,0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,42
